cas,chemical_name,canonical_smiles,log_kow,water_solubility_mg_l,mw_g_mol,test,aster,irac_moa,efsa_selection_criteria,kramer_moa,test_moa_reduced,aster_moa_reduced,kramer_moa_reduced,efsa_moa_reduced,irac_moa_reduced
480433,Isosakuranetin,COc1ccc(cc1)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O,3.17,109,286.29000000000002,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4798441,1-Hexen-3-ol,CCCC(O)C=C,1.61,25200,100.16,Narcosis,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
479458,Trinitrophenylmethylnitramine,CN(C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.64,74,287.14999999999998,Uncoupler,Hydrazine based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
479276,"1,8-Naphthalenediamine",NC1=CC=CC2=C1C(N)=CC=C2,0.89,380,158.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4779866,"1-Butanethiol, sodium salt",[Na+].CCCC[S-],2.2799999999999998,597,90.18,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
477736,Basic Red 2,[Cl-].CC1=CC2=NC3=CC(C)=C(N)C=C3[N+](C3=CC=CC=C3)=C2C=C1N,0.8,159,316.41000000000003,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4754443,Tetradecyl sulfate,CCCCCCCCCCCCCCOS(O)(=O)=O,3.4,16.399999999999999,294.45,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
475207,Longifolene,C[C@]12CCCC(C)(C)[C@H]3[C@H](CC[C@@H]13)C2=C,5.82,0.129,204.36,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
473552,Pinane,CC1CCC2CC1C2(C)C,4.3499999999999996,4.7300000000000004,138.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4726141,Nitralin,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O,2.92,0.6,345.37,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4719044,"1,3,5-Triazine-1,3,5(2H,4H,6H)-triethanol",OCCN1CN(CCO)CN(CCO)C1,-4.67,3000,219.29,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
471772,Neoabietic acid,CC(C)=C1CC[C@H]2C(CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(O)=O)=C1,6.59,6.9400000000000003E-2,302.45999999999998,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
471749,Sandaracopimaric acid,C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(=O)O)C=C,6.45,9.2299999999999993E-2,302.45999999999998,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4717388,17-epi-Ethynylestradiol,[H][C@@]12CC[C@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,3.67,11.3,296.41000000000003,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
471250,2-Propynoic acid,OC(=O)C#C,-0.19,492000,70.05,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
470906,Chlorfenvinphos,CCOP(=O)(OCC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1,3.81,124,359.58,AChE inhibition,OP mediated AChE inhibition,organophosphates,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,organophosphates
470826,"1,8-Cineol",CC12CCC(CC1)C(C)(C)O2,2.74,3500,154.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
469614,(-)-alpha-Cedrene,[H][C@]12C[C@@]3(CC=C1C)[C@H](C)CC[C@@]3([H])C2(C)C,5.74,0.15,204.36,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4685147,Paraquat,C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,-4.22,620000,188.27,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4684940,6-Chloro-2-picolinic acid,OC(=O)C1=NC(Cl)=CC=C1,1.5,3680,157.56,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4680788,FD&C Green No. 1,[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O,2.99,1.5200000000000001E-3,670.84,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4658280,Aziprotryne,CSC1=NC(NC(C)C)=NC(N=[N+]=[N-])=N1,3,55,225.27,Narcosis,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
465736,Isodrin,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H](C=C4)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,6.5,1.7000000000000001E-2,364.92,Neurotoxicity,Neurotoxicant: Cyclodiene-type,NA,NA,Neuroactive,Neurotoxicity,Neurotoxicant: Cyclodiene-type,Neuroactive,NA,NA
4655349,Isopropyl methacrylate,CC(C)OC(=O)C(C)=C,2.25,1120,128.16999999999999,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
464493,D-Camphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,2.74,100,152.24,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
464482,(1S)-(-)-Camphor,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,2.74,100,152.24,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
464459,[(1S)-endo]-(-)-Borneol,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,2.69,738,154.25,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
464073,"2-Butanol, 3,3-dimethyl-",CC(O)C(C)(C)C,1.48,24300,102.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
463569,Thiocyanic acid,SC#N,0.57999999999999996,43600,59.09,Narcosis,Sulfhydryl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
462088,3-Pyridinamine,NC1=CN=CC=C1,0.11,1000000,94.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
462066,Fluorobenzene,FC1=CC=CC=C1,2.27,1540,96.11,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
461723,Hydantoin,O=C1CNC(=O)N1,-1.69,39700,100.08,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
461585,Cyanoguanidine,NC(=N)NC#N,-1.34,1000000,84.08,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4602840,Farnesol,CC(C)=CCCC(C)=CCCC(C)=CCO,5.77,1.29,222.37,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
459596,4-Fluoro-N-methylaniline,CNC1=CC=C(F)C=C1,1.82,2660,125.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
459574,4-Fluorobenzaldehyde,FC1=CC=C(C=O)C=C1,1.54,4690,124.12,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4593902,"3-PHENYLBUTYRIC ACID, 98%",CC(CC(=O)O)c1ccccc1,2.1800000000000002,2240,164.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
458377,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,3.29,7.48,368.39,Narcosis,Reactive diketones,NA,NA,Signal transduction,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4559799,"N,N,N',N'-Tetramethylbut-2-enylenediamine",CN(C)CC=CCN(C)C,0.5,310000,142.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
454897,"alpha,alpha,alpha-Trifluoro-m-tolualdehyde",FC(F)(F)C1=CC=CC(C=O)=C1,2.4700000000000002,457,174.12,Out of domain,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
45298906,Perfluorooctanesulfonate,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.49,0.104,500.13,Out of domain,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
452868,4-Methylcatechol,CC1=CC(O)=C(O)C=C1,1.37,24900,124.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4501002,Erythromycin phosphate,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O[P](=O)(=O)O,3.06,0.51700000000000002,733.95,Neurotoxicity,Out of domain,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
447609,"alpha,alpha,alpha-Trifluoro-o-tolunitrile",FC(F)(F)C1=C(C=CC=C1)C#N,2.5,240,171.12,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
447530,"1,2-Dihydronaphthalene",C1CC2=C(C=C1)C=CC=C2,3.74,58.5,130.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
446720,Genistein,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,2.84,258,270.24,Uncoupler,Nonpolar narcosis,NA,NA,"Endocrine, Mitosis/Cell cycle",Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
446526,2-Fluorobenzaldehyde,FC1=C(C=O)C=CC=C1,1.91,2260,124.12,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4460860,"2,4,5-Trimethoxybenzaldehyde",COC1=CC(OC)=C(C=O)C=C1OC,1.44,2720,196.2,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4457710,"3-Methyl-1,5-pentanediol",CC(CCO)CCO,0.03,96100,118.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4455269,N-Methyldioctylamine,CCCCCCCCN(C)CCCCCCCC,6.91,0.28000000000000003,255.49,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4437858,Butylene carbonate,CCC1COC(=O)O1,0.56999999999999995,33800,116.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
443481,Metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,-0.02,9500,171.16,Narcosis,Nonpolar narcosis,NA,NA,Antibiotic,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4412913,3-Furanmethanol,OCC1=COC=C1,0.3,213000,98.1,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4404437,C.I. Fluorescent brightening agent 28,OCCN(CCO)C1=NC(NC2=CC=C(\C=C\C3=CC=C(NC4=NC(NC5=CC=CC=C5)=NC(=N4)N(CCO)CCO)C=C3S(O)(=O)=O)C(=C2)S(O)(=O)=O)=NC(NC2=CC=CC=C2)=N1,3.23,2.1100000000000001E-5,916.99,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4403901,D&C Green 5,[Na+].[Na+].CC1=CC(=C(NC2=C3C(=O)C4=CC=CC=C4C(=O)C3=C(NC3=C(C=C(C)C=C3)S([O-])(=O)=O)C=C2)C=C1)S([O-])(=O)=O,4.58,2.1100000000000001E-5,578.62,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
439145,Diazepam,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,2.82,66,284.75,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
4376209,MEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,4.7300000000000004,1.49,278.35000000000002,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
434902,Decafluorobiphenyl,FC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,5.76,9.2799999999999994E-2,334.12,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
434640,Octafluorotoluene,FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F,3.96,11.8,236.06,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4329037,Ethoxychlor,CCOC1=CC=C(C=C1)C(C1=CC=C(OCC)C=C1)C(Cl)(Cl)Cl,6.65,9.3200000000000002E-3,373.71,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
43222486,Difenzoquat metilsulfate,COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C1=CC=CC=C1,0.71,5860,250.35,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
43210679,Fenbendazole,COC(=O)NC1=NC2=CC(SC3=CC=CC=C3)=CC=C2N1,3.85,6.38,299.35000000000002,AChE inhibition,Nonpolar narcosis,NA,NA,Mitosis/Cell cycle,AChE inhibition,Non-neurotoxic,Non-neurotoxic,NA,NA
4316421,1-Butylimidazole,CCCCN1C=CN=C1,2.08,1620,124.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
43121433,Triadimefon,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,2.77,71.5,293.76,Narcosis,Nonpolar narcosis,NA,NA,Sterol biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4301502,Fluenethyl,FCCOC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,4.28,4.74,258.29000000000002,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42874033,Oxyfluorfen,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,4.7300000000000004,0.11600000000000001,361.71,Out of domain,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4286231,4-Isopropenylphenol,CC(=C)c1ccc(O)cc1,2.9,1120,134.18,Narcosis,Polar Narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42835256,Flumequine,CC1CCC2=CC(F)=CC3=C2N1C=C(C(O)=O)C3=O,1.6,2190,261.25,Narcosis,Neurotoxicant: Cyclodiene-type,NA,NA,Antibiotic,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,Non-neurotoxic,NA,NA
427510,Cyproterone acetate,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,4.18,0.64900000000000002,416.95,Neurotoxicity,Neurotoxicant: Cyclodiene-type,NA,NA,NA,Neurotoxicity,Neurotoxicant: Cyclodiene-type,NA,NA,NA
42615292,"Alkylbenzenesulfonate, linear",[Na+].CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1,4.71,0.81299999999999994,326.5,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42588374,Kinoprene,CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C,6.45,5.22,276.42,Narcosis,Acrylate toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42576023,Bifenox,COC(=O)C1=C(C=CC(OC2=CC=C(Cl)C=C2Cl)=C1)[N+]([O-])=O,4.4800000000000004,0.39800000000000002,342.14,Narcosis,Ester narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4253898,Isopropyl disulfide,CC(C)SSC(C)C,3.69,53.3,150.30000000000001,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42509831,Isazophos-methyl,COP(=S)(OC)OC1=NN(C(C)C)C(Cl)=N1,2.73,69.7,285.69,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA,AChE inhibition,OP mediated AChE inhibition,NA,NA,NA
42454068,5-Hydroxy-2-nitrobenzaldehyde,OC1=CC(C=O)=C(C=C1)[N+]([O-])=O,1.63,9870,167.12,Uncoupler,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42399417,(+)-Diltiazem,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,2.7,465,414.52,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4238715,1-Benzylimidazole,C(N1C=CN=C1)C1=CC=CC=C1,1.6,3000,158.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
422556089,Pyroxsulam,COC1=NC2=NC(NS(=O)(=O)C3=C(OC)N=CC=C3C(F)(F)F)=NN2C(OC)=C1,1.94,41.6,434.35,Narcosis,Nonpolar narcosis,NA,NA,Protein biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
42200339,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,0.81,8330,309.41000000000003,Narcosis,Nonpolar narcosis,NA,NA,Cardiovascular system,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
42152476,"1,6-Octadiene, 7-methyl-",CC(C)=CCCCC=C,4.47,4.3099999999999996,124.23,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4214793,5-Chloro-2-pyridinol,OC1=NC=C(Cl)C=C1,1.72,3140,129.55000000000001,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4214760,"2-Pyridinamine, 5-nitro-",NC1=CC=C(C=N1)[N+]([O-])=O,0.65,23500,139.11000000000001,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42087809,Methyl 4-chloro-2-nitrobenzoate,COC(=O)C1=CC=C(Cl)C=C1[N+]([O-])=O,2.35,146,215.59,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
42017890,Fenofibric acid,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,4,9.11,318.76,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4200957,Heptadecylamine,CCCCCCCCCCCCCCCCCN,7.22,0.154,255.49,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
420042,Cyanamide,NC#N,-0.82,780000,42.04,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4189473,2-Hydroxypropyl bromoacetate,CC(O)COC(=O)CBr,0.16,107000,197.03,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4189440,Thiourea dioxide,NC(=N)S(=O)O,-3.37,1000000,108.12,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
41859670,Bezafibrate,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,4.25,1.22,361.83,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
41814782,"2,7,8,9-Tricyclazole",CC1=C2N3C=NN=C3SC2=CC=C1,1.7,1600,189.24,Narcosis,Nonpolar narcosis,NA,NA,Cell wall synthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4180238,(E)-Anethole,COC1=CC=C(\C=C\C)C=C1,3.39,111,148.21,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4170303,Crotonaldehyde,CC=CC=O,0.6,181000,70.09,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
41591871,"1-Tetradecanaminium, N,N-dimethyl-N-[3-(trimethoxysilyl)propyl]-, chloride",[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,6.13,1.6400000000000001E-2,405.74,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4151502,Sulfluramid,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.76,8.0900000000000004E-4,527.20000000000005,Out of domain,Nonpolar narcosis,NA,NA,Respiratory system,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4147517,Dipropetryn,CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,3.81,16,255.38,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
41394052,Metamitron,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,0.83,1800,202.22,Narcosis,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4130421,"2,6-Di-tert-butyl-4-ethylphenol",CCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,5.52,2.12,234.38,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
41198087,Profenofos,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,4.68,28,373.63,AChE inhibition,OP mediated AChE inhibition,organophosphates,NA,Neuromuscular system,AChE inhibition,OP mediated AChE inhibition,Non-neurotoxic,NA,organophosphates
4117140,2-Decyn-1-ol,CCCCCCCC#CCO,3.07,559,154.25,Reactivity,Alkylation / arylation based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
41122707,4-Hexyl-4'-cyanobiphenyl,CCCCCCC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,6.09,6.8099999999999994E-2,263.39,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4104750,1-Methyl-1-phenylthiourea,CN(C(N)=S)C1=CC=CC=C1,0.85,123000,166.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4104147,Phosacetim,CC(=N)NP(=S)(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1,3.44,5.04,375.21,AChE inhibition,Nonpolar narcosis,NA,NA,NA,AChE inhibition,Non-neurotoxic,NA,NA,NA
40843252,Diclofop,CC(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(O)=O,4.58,453,327.17,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4083641,4-Methylbenzenesulfonyl isocyanate,CC1=CC=C(C=C1)S(=O)(=O)N=C=O,2.34,452,197.21,Narcosis,Isocyanate based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
408275,"1-Octanol, 8-fluoro-",OCCCCCCCCF,2.75,1130,148.22,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
4080313,N-(3-Chloroallyl)hexaminium chloride,[Cl-].Cl\C=C\C[N+]12CN3CN(CN(C3)C1)C2,-3.92,1000000,216.72,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
40716663,trans-Nerolidol,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,5.68,1.53,222.37,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
40596698,Methoprene,COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,5.5,1.4,310.48,Narcosis,Acrylate toxicity,NA,NA,Growth and development inhibition (insects),Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
4053081,4-Chloronapthalic anhydride,ClC1=CC=C2C(=O)OC(=O)C3=C2C1=CC=C3,3.89,1.0900000000000001,232.62,Narcosis,Neurotoxicant: Cyclodiene-type,NA,NA,NA,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,NA,NA,NA
40487421,Pendimethalin,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,5.2,0.33,281.31,Narcosis,Nonpolar narcosis,NA,NA,Mitosis/Cell cycle,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
40465665,Glyphosate monoammonium salt,[NH4+].OP(=O)(O)CNCC(=O)[O-],-5.4,1050000,169.07,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
